Tiêu đề,Giá,Diện tích,Vị trí,Ngày đăng,Danh sách đường dẫn
"Giảng viên bán căn Xuân Thủy để mua nhà to, 37m2 gần phố giá nhỉnh 4 tỷ 5","
Thỏa thuận","
37 m²","
Cầu Giấy - Hà Nội",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/20/20230620200244-4f68_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620200244-4f68_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620200244-f4a9_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620200245-7469_wm.jpg']"
"Bán 1100m2 đất ONT Đường Nguyễn Chí Thanh, Tân Bình, Thị xã LaGi GIÁ RẺ NHẤT","
5 Tỷ","
1100 m²","
La Gi - Bình Thuận",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/08/20230608200021-21ce_wm.jpg']
"Cần bán nhà mặt phố Ngô Thì Nhậm, mặt tiền khủng 12m","
120 Tỷ","
240 m²","
Hai Bà Trưng - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/24/20230424101431-b2dd_wm.png']
"Bán lô góc 2 mặt phố lớn, nhà 140m2 Trần Nhân Tông, MT 26m, view hè to rộng. 1 sổ vuông","
104 Tỷ","
140 m²","
Hai Bà Trưng - Hà Nội",29/06/2023,['/Images/no-photo170.png']
"Gia đình cần bán nhanh nhà mặt phố Lê Ngọc Hân, diện tích 317m2, sổ đỏ trao tay","
105 Tỷ","
317 m²","
Hai Bà Trưng - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/20/20230420102705-836f_wm.jpg']
Bán nhà xưởng Lê Thị Riêng Quận 12 212m2 giá 11 tỷ,"
11 Tỷ","
212 m²","
Quận 12 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/03/20230403090213-f06e_wm.jpg']
"Âu Cơ Tân Phú giáp Tân Bình, 52m2 - 3 tầng giá 5,8 tỷ","
5.8 Tỷ","
52 m²","
Tân Phú - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/18/20230318220927-5119_wm.jpg']
"Lê Văn Quới – Bình Tân giáp Tân Phú , 44m2- 4 tầng giá 4,8 tỷ","
4.8 Tỷ","
44 m²","
Bình Tân - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/15/20230315114415-653b_wm.jpg']
"Căn hộ góc 3PN - 2WC Opal Boulevard, view trung tâm thành phố HCM, giá 3.9 tỷ","
3.9 Tỷ","
107 m²","
Dĩ An - Bình Dương",29/06/2023,['https://img.dothi.net/crop/170x115/2021/12/02/20211202145720-91b0_wm.jpg']
"Trâu Quỳ, TT Trâu Quỳ, Gia Lâm 11.8 tỷ, 85m2 hợp đồng thuê 66tr/tháng đường 20m, nhà 4 tầng, 3 ngủ","
11.8 Tỷ","
Không xác định","
Gia Lâm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623192514-a89d_wm.jpg']
"CẦN BÁN NHÀ 3 LẦU , MẶT TIỀN ĐƯỜNG SỐ , PHƯỜNG CÁT LÁI Q2, DIỆN TÍCH 235 M2, GIÁ 17 TỶ 500","
17.5 Tỷ","
235 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/08/20230608162045-6b8c_wm.jpg']
"Mặt tiền lô góc Gò Xoài Bình Tân, 80m2 4 tầng giá 9,9 tỷ","
9.9 Tỷ","
80 m²","
Bình Tân - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/23/20230423142041-2a6f_wm.jpg']
"Bán nhà 4 tầng khu đô thị Hà Quang 2 đường Số 4, 130m2 ngang 6m giá 14,5 tỷ","
14.5 Tỷ","
130 m²","
Nha Trang - Khánh Hòa",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/15/20230415065753-62fe_wm.jpg']
"Chính chủ gửi bán nhà 2 lầu HXH đường Thạnh Mỹ Lợi TP Thủ Đức, diện tích 60 m2","
6.7 Tỷ","
60 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/05/20230405194900-cece_wm.jpg']
"Chủ gửi bán nhanh căn nhà phố hẻm ô tô, đường số, phường Thạnh Mỹ Lợi, (quận 2) TP Thủ Đức","
6.5 Tỷ","
75 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/02/20230402110053-580f_wm.jpg']
"HXH Ni Sư Huỳnh Liên- 56m2- 4,3*13 giá 6,3 tỷ","
6.3 Tỷ","
56 m²","
Tân Bình - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/03/20230303153144-361a_wm.jpg']
"Cần bán đất khu đô thị VCN Phước Long 1, có sổ xây dựng tự do","
2.4 Tỷ","
60 m²","
Nha Trang - Khánh Hòa",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/02/20230302084858-105b_wm.jpg']
"Mặt tiền hẻm 8m Lạc Long Quân Tân Bình, 57m2 - 3 tầng BTCT giá 7,9 tỷ","
7.9 Tỷ","
57 m²","
Tân Bình - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620091037-25ca_wm.jpg']
"Bán nhà 3 tầng khu đô thị Hà Quang 1, có sổ","
6.5 Tỷ","
80 m²","
Nha Trang - Khánh Hòa",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/20/20230520155735-8ae7_wm.jpg']
Bán nhà ngõ 65 Vạn Bảo - Quận Ba Đình - diện tích 35m2,"
72 Tỷ","
35 m²","
Ba Đình - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/15/20230515143249-0de2_wm.jpg']
"Nhà 5 tầng, diện tích 162,3 m2, giá 24 tỷ 500, mặt tiền đường số, P. Bình Trưng Đông, TP Thủ Đức","
24.5 Tỷ","
162.3 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/25/20230425115210-f4c7_wm.jpg']
"(Chính chủ) gửi bán nhanh căn nhà hẻm đường Số 5, Phường Bình Trưng Tây, (quận 2 cũ)","
4.1 Tỷ","
50 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/23/20230423093339-3434_wm.jpg']
"Chính chủ! Gửi bán nhanh căn nhà 3 mặt hẻm đường số, phường Bình Trưng Tây, (quận 2 cũ) tp","
10.8 Tỷ","
93 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/11/20230411132035-0449_wm.jpg']
"Chủ ngộp bank bán lô đất rẻ nhất khu vực Q2, hẻm ba gác đường 30 phường Cát Lái, diện tích 53m2","
2.8 Tỷ","
53 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/05/20230405205328-7b85_wm.jpg']
"Chủ gửi bán nhanh căn nhà phố hẻm ô tô, Đường Số, Phường Thạnh Mỹ Lợi, (Quận 2) TP Thủ Đức","
6.5 Tỷ","
75 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/02/20230402110102-63cb_wm.jpg']
"Cần bán gấp nhà trong hẻm đường Số 6 Bình Trưng Đông Q2 Tp Thủ Đức, diện tích 105 m2","
3.69 Tỷ","
105 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/03/20230303080932-2040_wm.jpg']
"Chính chủ gửi bán nhà mặt tiền 3 lầu đường Số 16, P / Thạnh Mỹ Lợi Thủ Đức, diện tích 66 m2","
8.3 Tỷ","
66 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/03/20230303075556-5739_wm.jpg']
"Bán nhà 2 lầu 2 mặt tiền đường Trần Đình Xu Q1, Hồ Chí Minh diện tích 126 m2 giá 21 tỷ","
21 Tỷ","
126 m²","
Quận 1 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2022/10/30/20221030023953-f847_wm.jpg']
"Chính chủ gửi bán thửa đất đường Trịnh Khắc Lập, Thạnh Mỹ Lợi Q2, diện tích 208m2","
23 Tỷ","
208 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2022/07/29/20220729132049-40a8_wm.jpg']
"Bán nhà 4 lầu, đường Nguyễn Đình Chiểu Phường 4 Q3 TP Hồ Chí Minh, diện tích 33 m2 giá 7.1 tỷ","
6.9 Tỷ","
33 m²","
Quận 3 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2022/03/29/20220329231638-6417_wm.jpg']
"Chính chủ gửi bán nhà mặt tiền Nguyễn Tư Nghiêm, Bình Trưng Tây Q2, diện tích 92m2 giá 11.8 tỷ","
11.8 Tỷ","
92 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2022/03/16/20220316021658-00f2_wm.jpg']
Bán căn hộ 2 ngủ full đồ tại chung cư Hoàng Huy Lạch Tray,"
980 Triệu","
56 m²","
Ngô Quyền - Hải Phòng",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620194542-8bba_wm.jpeg']
"Bán 6 x 73 đất ONT Quốc Lộ 55, Huyện Hàm Tân GIÁ TỐT NHẤT 2 tỷ","
2 Tỷ","
430 m²","
Hàm Tân - Bình Thuận",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/08/20230608194742-e11e_wm.jpg']
"(chính chủ) gửi bán nhanh căn nhà phố đường Số 16, Phường Bình Trưng Đông, (quận 2 Cũ) Tp, Thủ","
6.5 Tỷ","
72 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/02/20230602054815-3124_wm.jpg']
"(chính chủ) gửi bán nhanh căn nhà 3 tầng, đường Số 18, Phường Cát Lái, (Quận 2 Cũ) Tp, Thủ Đức","
8.5 Tỷ","
95.1 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/31/20230531220351-3606_wm.jpg']
"Chính chủ gửi bán nhà 3 lầu, 2 mặt tiền, phường Cát Lái Q2, diện tích 75 m2 giá bán 12 tỷ 300","
12.3 Tỷ","
75 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/30/20230530203420-b5cb_wm.jpg']
"Chính chủ gửi bán nhanh nhà phố 3 lầu HXH đường Số 13 gần Nguyễn Duy Trinh, TP Thủ Đức, Giá 9,5 tỷ","
9.5 Tỷ","
104.5 m²","
Thủ Đức - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/12/20230512074858-1780_wm.jpg']
"Bán nhà Gò Dầu – Tân Phú, 56m2- 2 tầng BTCT","
Thỏa thuận","
55.9 m²","
Tân Phú - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/08/20230508231304-2381_wm.jpg']
"(Chính chủ) gửi bán nhanh căn nhà C4 mặt tiền đường Số, Phường Cát Lái, (Quận 2 Cũ) TP Thủ Đức","
6.5 Tỷ","
80 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/05/20230505182842-997f_wm.jpg']
"(Chính chủ) gửi bán nhanh căn nhà hẻm ô tô đường số 10 phường Bình Trưng Tây, (quận 2 cũ) tp","
4.8 Tỷ","
63 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/23/20230423090447-0fc9_wm.jpg']
"Chính chủ! gửi bán nhanh căn nhà đường số, Phường Bình Trưng Tây, (quận 2 cũ) TP","
4.75 Tỷ","
56 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/22/20230422110732-a37c_wm.jpg']
"Bán nhanh căn biệt thự khu dân cư Ninh Giang, 152 ha, đường số, P Cát Lái, (quận 2 Cũ) tp, Thủ Đức","
16 Tỷ","
119 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/21/20230421135646-c1f0_wm.jpg']
"CHÍNH CHỦ GỬI BÁN NHÀ MẶT TIỀN KINH DOANH ĐƯỜNG LÊ VĂN THỊN ,PHƯỜNG BÌNH TRƯNG TÂY ,Q2 .DIỆN TÍCH","
10.5 Tỷ","
70 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/24/20230324130859-d3f3_wm.jpg']
Nhà phố 1T 1L đúc kiên cố 3PN 100m2 chỉ 2.3 tỷ,"
2.3 Tỷ","
100 m²","
Phú Mỹ - Bà Rịa Vũng Tàu",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/15/20230215111742-7ab2_wm.jpg']
"Bán nhà 4 tầng, đường Số 42, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh DT 85,3m2 giá 10 tỷ","
10 Tỷ","
85.3 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2022/07/30/20220730152954-f267_wm.jpg']
Nhà ngõ Đội Cấn 45m 2 mặt ngõ hơn 5 tỷ,"
Thỏa thuận","
45 m²","
Ba Đình - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629194935-d677_wm.jpg']
"Chính chủ gửi bán nhanh nhà phố hẻm ô tô đường Số 13 gần Nguyễn Duy Trinh, TP Thủ Đức (Quận 2 cũ)","
9.9 Tỷ","
104.5 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2022/06/24/20220624025358-2d31_wm.jpg']
"Cần bán nhanh nhà phố, mặt tiền đường Số, phường Thạnh Mỹ Lợi (Quận 2 Cũ) TP. Thủ Đức","
26 Tỷ","
102.5 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2022/06/22/20220622052706-532c_wm.jpg']
"Đất nền mặt tiền đường Số 25 p. Hiệp Bình Chánh, Thủ Đức giá rẻ đẹp 10.5 tỷ - 19 - 60 tỷ","
19 Tỷ","
120 m²","
Thủ Đức - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2022/03/24/20220324175324-8814_wm.jpg']
"Nhà phố biệt thự Vạn Phúc City Thủ Đức cơ hội giá rẻ 11 tỷ - 13.5-15 tỷ, MTKD 17 - 18.5-28 - 38tỷ","
15 Tỷ","
110 m²","
Thủ Đức - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2021/06/24/20210624141746-2a2b_wm.jpg']
"Bán nhà phố hoàn thiện KĐT Vạn Phúc City Thủ Đức giá rẻ 110 m2 * 5T: 15 tỷ, MT KD 17 - 18.5 tỷ","
15 Tỷ","
110 m²","
Thủ Đức - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2021/05/30/20210530093020-8946_wm.jpg']
Đất nền đô thị TP Cảng Phú Mỹ giá đầy tư F0,"
1.38 Tỷ","
180 m²","
Phú Mỹ - Bà Rịa Vũng Tàu",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/04/02/20230402073446-073e_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/04/02/20230402073446-073e_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/04/02/20230402073447-317c_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/04/02/20230402073447-ea7b_wm.jpg']"
"Đất trung tâm Hắc Dịch 100m2 mà chỉ 2,2 tỷ/nền","
2.2 Tỷ","
100 m²","
Phú Mỹ - Bà Rịa Vũng Tàu",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/01/31/20230131153040-388a_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/01/31/20230131153040-388a_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/01/31/20230131153041-897f_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/01/31/20230131153041-a7cd_wm.jpg']"
"Đất nền mặt tiền đường Số 18, 23, 25 P. Hiệp Bình Chánh, Thủ Đức giá rẻ 10.5 tỷ - 19 - 25 - 50 tỷ","
10.5 Tỷ","
100 m²","
Thủ Đức - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2022/03/29/20220329110413-cddb_wm.jpg']
Đất 11m mặt tiền cảng Đức Hạnh Phú Mỹ,"
8.5 Tỷ","
561 m²","
Phú Mỹ - Bà Rịa Vũng Tàu",29/06/2023,['https://img.dothi.net/crop/170x115/2022/05/31/20220531075813-0bac_wm.jpg']
"Bán đất Mặt tiền Nguyễn Văn Siêu ngay chợ đêm Sơn Trà cầu Rồng, An Hải Tây 5.99 tỷ","
5.99 Tỷ","
73 m²","
Sơn Trà - Đà Nẵng",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629194137-9a7e_wm.jpg']
Bán nhà Phùng Hưng Hà Đông ô tô đỗ cửa 32m2 x 5 tầng nhỉnh 4 tỷ liên hệ 0906218119,"
Thỏa thuận","
32 m²","
Hà Đông - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/31/20230531114918-8c86_wm.jpg']
Bán nhà mặt phố Lương Ngọc Quyến Hà Đông ô tô tránh 32m2 nhỉnh 3 tỷ liên hệ 0906218119,"
3.7 Tỷ","
32 m²","
Hà Đông - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/29/20230529140708-d7c6_wm.jpg']
Bán nhà Thanh Bình Hà Đông ô tô tránh 54m2 x 4 tầng nhỉnh 9 tỷ liên hệ 0906218119,"
9.6 Tỷ","
54 m²","
Hà Đông - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/29/20230529140022-148a_wm.jpg']
"Bán lô đất hơn 600m2 mặt tiền đường 5 cũ (Phan Trung), duy nhất 1 lô giá 62 tỷ","
62 Tỷ","
615 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2022/08/26/20220826160834-0868_wm.jpg']
"Bán nền mặt tiền đường số 4 KDC Nam Long. Hướng TB. Giá 3,95 tỷ","
3.95 Tỷ","
79.8 m²","
Cái Răng - Cần Thơ",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620193021-d500_wm.jpg']
Bán nhà Yên Phúc Văn Quán Hà Đông 36m2 x 5 tầng nhỉnh 4 tỷ liên hệ 0906218119,"
Thỏa thuận","
36 m²","
Hà Đông - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/14/20230614203320-3137_wm.jpg']
Bán đất tặng nhà Cầu Đơ Hà Đông 50m2x3 tầng giá 4 tỷ liên hệ: 0906218119,"
4 Tỷ","
50 m²","
Hà Đông - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/06/20230606113452-319e_wm.jpg']
Bán đất tặng nhà Quang Trung Hà Đông 68m2 x 2 tầng nhỉnh 5 tỷ liên hệ 0906218119,"
Thỏa thuận","
68 m²","
Hà Đông - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/06/20230606113018-1fc7_wm.jpg']
"BÁN 2 LÔ ĐẤT LIỀN NHAU MẶT PHỐ VẠN PHÚC, MT:10M, ĐƯỢC XÂY 8 TẦNG, TIỆN KINH DOANH.LH:0975.404.186","
Thỏa thuận","
155 m²","
Hà Đông - Hà Nội",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/05/20230605193013-35c3_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/05/20230605193013-35c3_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/05/20230605193016-fabc_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/05/20230605193021-34b8_wm.jpg']"
"Bán nhà mặt ngõ thông phố Khúc Thừa Dụ,Trương Công Giai 50m2 x 7 t thang máy giá 15,8 tỷ","
15.8 Tỷ","
50 m²","
Cầu Giấy - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623192528-abaa_wm.jpg']
BÁN NỀN KDC HỒNG LOAN MẶT TIỀN TRẦN HOÀNG NA  . Giá rẽ nhất khu,"
9 Tỷ","
120 m²","
Cái Răng - Cần Thơ",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623192509-57be_wm.jpg']
BÁN BIỆT THỰ 3 LẦU CAO CẤP TÂN CỔ DIỂN KDC XÂY DỰNG( GIÁP KHU NAM LONG),"
14.5 Tỷ","
215 m²","
Cái Răng - Cần Thơ",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/05/20230605192544-e245_wm.jpg']
"Bán nhà MT KD đường Nguyễn Khuyến P. Trảng Dài, Biên Hoà, Đồng Nai giá 7.8 tỷ TL","
7.8 Tỷ","
155 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/14/20230414183103-04db_wm.jpg']
Hàng hiếm . Bán nền mặt tiền đường Nguyễn Văn Cừ nối dài ( KDC Hồng Phát ) . Giá rẽ,"
11.5 Tỷ","
108 m²","
Ninh Kiều - Cần Thơ",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629192404-d2a7_wm.jpg']
BÁN NỀN GÓC MẶT TIỀN ĐƯỜNG NGUYỄN HỮU TRÍ (cồn khương).GiÁ : 20 TỶ,"
20 Tỷ","
605 m²","
Ninh Kiều - Cần Thơ",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629192513-80fa_wm.jpg']
"Bán nền đường Số 3 KDC Hồng Phát, P. An Bình, Q. Ninh Kiều, TPCT. Giá rẽ","
5 Tỷ","
92 m²","
Ninh Kiều - Cần Thơ",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623192130-885f_wm.jpg']
"Bán nhà mặt tiền đường Nguyễn Thông. DT 69m2. Giá 3,65 tỷ","
3.65 Tỷ","
69 m²","
Bình Thủy - Cần Thơ",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620192021-1f86_wm.jpg']
"HXH Liên Khu 5 - 6, Bình Tân 82m2 chỉ 4 tỷ","
4 Tỷ","
82 m²","
Bình Tân - Hồ Chí Minh",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/20/20230620192113-3209_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620192113-3209_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620192113-e094_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620192114-7d0c_wm.jpg']"
CHỈ 128TR/M2 SỞ HỮU BIỆT THỰ SÂN VƯỜN ĐẸP NHẤT TỪ LIÊM NGAY CẠNH CÔNG VIÊN 21HA LH:0922630666,"
128 Triệu/m²","
285 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/08/20230608175257-1c4d_wm.jpg']
BÁN NỀN ĐẸP ĐƯỜNG SỐ 2 GIAO NHAU VỚI ĐƯỜNG SỐ 10 KDC CỬU LONG 91B,"
2.3 Tỷ","
56 m²","
Bình Thủy - Cần Thơ",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/05/20230605191948-b9e1_wm.jpg']
"Bán 492m2 đất ONT Đường Trà Cổ, Huyện Tân Phú gần UBND Phú Điền","
2.8 Tỷ","
492 m²","
Tân Phú - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/28/20230528124812-5431_wm.jpg']
"Bán 1000m2 đất GIÁ GỐC Phú Ngọc, Huyện Định Quán 650 triệu sổ hồng riêng","
650 Triệu","
1000 m²","
Định Quán - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/28/20230528122100-edc4_wm.jpg']
"Bán 8.8 x 88 đất ONT Hùng Vương, Tân Tiến, Thị xã LaGi View Biển GIÁ GỐC","
6 Tỷ","
720 m²","
La Gi - Bình Thuận",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/27/20230527114403-873f_wm.jpg']
Cần bán nhà Bà Triệu Hà cầu Hà đông 35m2 3 tầng 2.65 tỷ,"
2.65 Tỷ","
35 m²","
Hà Đông - Hà Nội",29/06/2023,['/Images/no-photo170.png']
Bán Nền đẹp đường Xuân Thủy Kdc Hồng Phát . DT 168m2 . Full thổ cư,"
5.5 Tỷ","
168 m²","
Ninh Kiều - Cần Thơ",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629192052-0a49_wm.jpg']
Bán nền gốc 2 mặt tiền đs 14 và 25 Công Ty 8- Giá 3.75 tỷ. Cái răng cần thơ.,"
3.75 Tỷ","
99 m²","
Cái Răng - Cần Thơ",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629191755-e824_wm.jpg']
"Hàng hiếm !!! Bán nền đường số 1 KDC Nam Long . Giá chỉ 3,8 tỷ . Hướng ĐB","
3.8 Tỷ","
80 m²","
Cái Răng - Cần Thơ",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623191734-fb72_wm.jpg']
"Bán nhà mặt tiền đường Nam Kỳ Khởi Nghĩa, kế Đại Lộ Hoà Bình. Giá 8 tỷ","
8 Tỷ","
37 m²","
Ninh Kiều - Cần Thơ",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620191301-d55a_wm.jpg']
Chỉ 3 tỷ sở hữu ngay nhà phố Centa - cửa ngõ Vinhomes Vũ Yên chuẩn bị bán,"
3.07 Tỷ","
75 m²","
Thủy Nguyên - Hải Phòng",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/20/20230620191644-3d40_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620191644-3d40_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620191645-17d4_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620191645-8960_wm.jpg']"
